code;name;dose
M03BB03;Chlorzoxazon;1,5 g O
M03BC01;Orphenadrin(citrat);0,12 g O,P
M03BX01;Baclofen;"50 mg O; 0,55 mg P"
M03BX02;Tizanidin;12 mg O
M03BX03;Pridinol;"6 mg O; 3 mg P "
M03BX04;Tolperison;0,2 g O
M03BX07;Tetrazepam;0,125 g O 
M03BX09;Eperison;0,15 g O
M03BX30;Fenyramidol;2 g O
M03CA01;Dantrolen;0,1 g O
M04AA01;Allopurinol;0,4 g O,P
M04AA03;Febuxostat;80 mg O
M04AB01;Probenecid;1 g O
M04AB02;Sulfinpyrazon;0,3 g O
M04AB03;Benzbromaron;0,1 g O
M04AC01;Colchicin;1 mg O,P
M04AC02;Cinchophen;1 g O
M04AX02;Pegloticase;0,57 mg P
M05BA01;Etidronsäure;"0,4 g O; 1,5 g P Dosis pro Behandlungszyklus bezogen auf das Salz der Etidronsäure"
M05BA02;Clodronsäure;"1,6 g O; 1,5 g P Dosis pro Behandlungszyklus bezogen auf das Salz der Clodronsäure"
M05BA03;Pamidronsäure;60 mg P Dosis pro Behandlungszyklus bezogen auf das Salz der Pamidronsäure
M05BA04;Alendronsäure;10 mg O bezogen auf die Säure der Alendronsäure
M05BA05;Tiludronsäure;0,4 g O bezogen auf die Säure der Tiludronsäure
M05BA06;Ibandronsäure;"5 mg O Osteoporose; 6 mg P Dosis pro Behandlungszyklus bei Tumor-
induzierter Hyperkalzämie; 50 mg O bei Tumor-induzierter Hyperkalzämie;
33 mcg P bei Osteoporose bezogen auf die Säure der Ibandronsäure "
M05BA07;Risedronsäure;"5 mg O Osteoporose; 30 mg O bei Morbus Paget bezogen auf das Salz der Risedronsäure "
M05BA08;Zoledronsäure;"4 mg P Dosis pro Behandlungszyklus bei Tumor-induzierter Hyperkalzämie; 
14 mcg P Osteoporose bezogen auf die Säure der Zoledronsäure "
M05BB01;Etidronsäure und Calcium, Sequenzialpräparate;0,4 g O bezogen auf das Salz der Etidronsäure
M05BB02;Risedronsäure und Calcium, Sequenzialpräparate;5 mg O bezogen auf das Salz der Risedronsäure 
M05BB03;Alendronsäure und Colecalciferol;10 mg O bezogen auf die Säure der Alendronsäure
M05BB04;"Risedronsäure, Calcium und Colecalciferol, 
Sequenzialpräparate";5 mg O bezogen auf das Salz der Risedronsäure
M05BB05;"Alendronsäure, Calcium und Colecalciferol, 
Sequenzialpräparate";10 mg O bezogen auf die Säure der Alendronsäure
M05BB06;Alendronsäure und Alfacalcidol, Sequenzialpräparate;10 mg O bezogen auf die Säure der Alendronsäure
M05BB07;Risedronsäure und Colecalciferol;5 mg O bezogen auf das Salz der Risedronsäure 
M05BB08;"Zoledronsäure, Calcium und Colecalciferol, 
Sequenzialpräparate";"4 mg P Dosis pro Behandlungszyklus, bezogen auf die Säure 
der Zoledronsäure "
M05BB09;Ibandronsäure und Colecalciferol;33 mcg P bezogen auf die Säure der Ibandronsäure 
M05BB10;"Ibandronsäure, Calcium und Colecalciferol, 
Sequenzialpräparate";33 mcg P bezogen auf die Säure der Ibandronsäure 
M05BB12;Ibandronsäure und Calcium;33 mcg P bezogen auf die Säure der Ibandronsäure 
M05BC02;Eptotermin alfa;3,3 mg P 
M05BX03;Strontiumranelat;2 g O
M05BX04;Denosumab;"0,33 mg P; 0,12 g P Dosis pro Behandlungszyklus bei skelettbezogenen 
Komplikationen mit Knochenmetastasen "
M05BX05;Burosumab;1,43 mg P Kinder DDD 
M09AA01;Hydrochinin;0,2 g O
M09AA02;Chinin;0,2 g O 
M09AB02;Kollagenase aus Clostridium histolyticum;0,9 mg P
M09AP02;Bromelain;0,2 g O 
M09AP03;Teufelskrallenwurzel;4,5 g O Droge 
M09AP04;Brennnesselblätter;10 g O Droge aus Kraut und Blättern 
M09AP05;Weidenrinden;90 mg O bezogen auf Gesamtsalicin 
M09AX01;Hyaluronsäure;3,6 mg P intraartikulär
M09AX02;Autologe Chondrozyten;Standarddosis: 1 DE P 
M09AX03;Ataluren;"2,8 g O; 1 g O Kinder DDD "
M09AX07;Nusinersen;0,1 mg P
M09AX21;Mexiletin;0,3 g O 
N01AH01;Fentanyl;"0,7 mg P; 55 mcg P Kinder DDD "
N01AH03;Sufentanil;"30 mcg P; Standarddosis: 1 DE epidural "
N01AH06;Remifentanil;52,5 mcg P 
N01AX03;Ketamin;0,25 g P 
N01AX10;Propofol;0,14 g P 
N01BA01;Metabutethamin;Standarddosis: 1 DE P 
N01BA02;Procain;Standarddosis: 1 DE P 
N01BA03;Tetracain;Standarddosis: 1 DE P 
N01BA04;Chloroprocain;Standarddosis: 1 DE P 
N01BA05;Benzocain;Standarddosis: 1 DE P 
N01BA06;Oxybuprocain;Standarddosis: 1 DE P 
N01BA52;Procain, Kombinationen;Standarddosis: 1 DE P 
N01BB01;Bupivacain;Standarddosis: 1 DE P 
N01BB02;Lidocain;Standarddosis: 1 DE P 
N01BB03;Mepivacain;Standarddosis: 1 DE P 
N01BB04;Prilocain;Standarddosis: 1 DE P 
N01BB05;Butanilicain;Standarddosis: 1 DE P 
N01BB06;Cinchocain;Standarddosis: 1 DE P 
N01BB07;Etidocain;Standarddosis: 1 DE P 
N01BB08;Articain;Standarddosis: 1 DE P 
N01BB09;Ropivacain;Standarddosis: 1 DE P 
N01BB10;Levobupivacain;Standarddosis: 1 DE P 
N01BB20;Kombinationen;Standarddosis: 1 DE P 
N01BB51;Bupivacain, Kombinationen;Standarddosis: 1 DE P 
N01BB52;Lidocain, Kombinationen;Standarddosis: 1 DE P 
N01BB53;Mepivacain, Kombinationen;Standarddosis: 1 DE P 
N01BB54;Prilocain, Kombinationen;Standarddosis: 1 DE P 
N01BB57;Etidocain, Kombinationen;Standarddosis: 1 DE P 
N01BB58;Articain, Kombinationen;Standarddosis: 1 DE P 
N01BC01;Cocain;Standarddosis: 1 DE P 
N01BH20;Kombinationen;Standarddosis: 1 DE P 
N01BX01;Ethylchlorid;Standarddosis: 1 DE P 
N01BX02;Dyclonin;Standarddosis: 1 DE P 
N01BX03;Phenol;Standarddosis: 1 DE P 
N01BX04;Capsaicin;"Standarddosis: 1 DE P; Standarddosis: 1 DE TD Pflaster "
N01BX05;Propipocain;Standarddosis: 1 DE P 
N01BX06;Diphenhydramin;Standarddosis: 1 DE U 
N02AA01;Morphin;"0,1 g O; 30 mg P,R"
N02AA03;Hydromorphon;"20 mg O; 4 mg P,R"
N02AA04;Nicomorphin;30 mg O,P,R
N02AA05;Oxycodon;"75 mg O; 30 mg P"
N02AA08;Dihydrocodein;0,15 g O
N02AA55;Oxycodon und Naloxon;75 mg O bezogen auf Oxycodonhydrochlorid
N02AB01;Ketobemidon;50 mg O,P
N02AB02;Pethidin;0,4 g O,P,R
N02AB03;Fentanyl;"0,6 mg N,SL; 1,2 mg TD"
N02AB07;Sufentanil;0,6 mg SL 
N02AC01;Dextromoramid;"20 mg O,P; 40 mg R"
N02AC03;Piritramid;45 mg P
N02AC04;Dextropropoxyphen;"0,2 g O Chlorid; 0,3 g O Napsylat"
N02AC05;Bezitramid;15 mg O
N02AD01;Pentazocin;0,2 g O,P
N02AD02;Phenazocin;3 mg P
N02AE01;Buprenorphin;1,2 mg P,SL,TD
N02AF01;Butorphanol;12 mg P
N02AF02;Nalbufin;80 mg P
N02AJ06;Codein und Paracetamol;3 g O bezogen auf Paracetamol 
N02AJ13;Tramadol und Paracetamol;0,3 g O bezogen auf Tramadolhydrochlorid 
N02AX01;Tilidin;0,2 g O,P
N02AX02;Tramadol;0,3 g O,P,R
N02AX05;Meptazinol;1,2 g O,P
N02AX06;Tapentadol;0,4 g O
N02AX51;Tilidin und Naloxon;0,2 g O bezogen auf Tilidinhydrochlorid 
N02BA01;Acetylsalicylsäure;"3 g O,R; 1 g P bezogen auf Lysinacetylsalicylat;
0,3 g O Kinder DDD "
N02BA02;Aloxiprin;3 g O
N02BA03;Cholinsalicylat;3 g O
N02BA04;Natriumsalicylat;3 g O
N02BA05;Salicylamid;3 g O
N02BA06;Salsalat;3 g O
N02BA07;Ethenzamid;3 g O
N02BA09;Dipyrocetyl;3 g O
N02BA10;Benorilat;3 g O
N02BA11;Diflunisal;0,75 g O
N02BA12;Kaliumsalicylat;7 g O
N02BA13;Lysin-Acetylsalicylat;"3 g O; 1 g P "
N02BA15;Carbasalat calcium;3,6 g O
N02BA51;Acetylsalicylsäure, Kombinationen exkl. Psycholeptika;3 g O bezogen auf Acetylsalicylsäure 
N02BB01;Phenazon;"3 g O; 3 g R "
N02BB02;Metamizol-Natrium;"3 g O,P,R; 0,75 g O,R Kinder DDD "
N02BB03;Aminophenazon;0,5 g R
N02BB04;Propyphenazon;"3 g R; 3 g O "
N02BB51;Phenazon, Kombinationen exkl. Psycholeptika;3 g O bezogen auf Phenazon
N02BB54;Propyphenazon, Kombinationen exkl. Psycholeptika**;3 g O bezogen auf Propyphenazon
N02BE01;Paracetamol;"3 g O,P,R; 0,375 g R Säuglings DDD; 0,75 g O,R Kinder DDD "
N02BE03;Phenacetin;1,8 g O
N02BE05;Propacetamol;6 g P
N02BG02;Rimazolium;0,9 g O
N02BG03;Glafenin;0,8 g O
N02BG04;Floctafenin;1 g O
N02BG07;Flupirtin;"0,4 g O; 0,525 g R "
N02BG08;Ziconotid;12 mcg P
N02BG09;Methoxyfluran;Standarddosis: 1 DE Inhal.lösung 
N02BG10;Cannabinoide;42 mg SL bezogen auf Delta-9-Tetrahydrocannabinol und Cannabidiol 
N02CA01;Dihydroergotamin;"1 mg N; 4 mg O,P"
N02CA02;Ergotamin;4 mg Inhal.aerosol,O,P,R,SL
N02CA04;Methysergid;4 mg O
N02CA52;Ergotamin, Kombinationen exkl. Psycholeptika;4 mg O bezogen auf Ergotamin
N02CA72;Ergotamin, Kombinationen mit Psycholeptika;4 mg O bezogen auf Ergotamin
N02CB01;Flumedroxon;20 mg O
N02CC01;Sumatriptan;"20 mg N; 50 mg O; 6 mg P; 25 mg R"
N02CC02;Naratriptan;2,5 mg O
N02CC03;Zolmitriptan;2,5 mg N,O
N02CC04;Rizatriptan;10 mg O
N02CC05;Almotriptan;12,5 mg O
N02CC06;Eletriptan;40 mg O
N02CC07;Frovatriptan;2,5 mg O
N02CX01;Pizotifen;1,5 mg O
N02CX02;Clonidin;0,1 mg O
N02CX03;Iprazochrom;24 mg O
N02CX07;Erenumab;2,5 mg P 
N02CX12;Topiramat;0,1 g O 
N03AA01;Methylphenobarbital;0,5 g O
N03AA02;Phenobarbital;0,1 g O,P
N03AA03;Primidon;1,25 g O
N03AA30;Metharbital;0,2 g O
N03AB01;Ethotoin;2,5 g O
N03AB02;Phenytoin;0,3 g O,P
N03AB03;Amino(diphenylhydantoin)valeriansäure;0,3 g O
N03AB04;Mephenytoin;0,4 g O
N03AB05;Fosphenytoin;0,45 g P
N03AC01;Paramethadion;0,9 g O
N03AC02;Trimethadion;1,5 g O
N03AD01;Ethosuximid;1,25 g O
N03AD02;Phensuximid;2 g O
N03AD03;Mesuximid;0,9 g O
N03AE01;Clonazepam;"8 mg O,P; 4,5 mg O Kinder DDD "
N03AE02;Midazolam;7,5 mg SL Kinder DDD 
N03AF01;Carbamazepin;1 g O,R
N03AF02;Oxcarbazepin;1 g O
N03AF03;Rufinamid;1,4 g O
N03AF04;Eslicarbazepin;0,8 g O
N03AG01;Valproinsäure;1,5 g O,P,R
N03AG02;Valpromid;1,5 g O
N03AG03;Aminobuttersäure;1 g O,P
N03AG04;Vigabatrin;2 g O
N03AG06;Tiagabin;30 mg O
N03AX03;Sultiam;0,4 g O
N03AX07;Phenacemid;1,5 g O
N03AX09;Lamotrigin;0,3 g O
N03AX10;Felbamat;2,4 g O
N03AX11;Topiramat;0,3 g O
N03AX12;Gabapentin;1,8 g O
N03AX14;Levetiracetam;1,5 g O,P
N03AX15;Zonisamid;"0,2 g O; 0,4 g O "
N03AX16;Pregabalin;0,3 g O
N03AX17;Stiripentol;1 g O
N03AX18;Lacosamid;0,3 g O,P
N03AX21;Retigabin;0,9 g O
N03AX22;Perampanel;8 mg O
N03AX23;Brivaracetam;0,1 g O,P
N04AA01;Trihexyphenidyl;10 mg O
N04AA02;Biperiden;10 mg O,P
N04AA03;Metixen;40 mg O
N04AA04;Procyclidin;25 mg O,P
N04AA08;Dexetimid;"0,5 mg O; 0,125 mg P"
N04AB02;Orphenadrin(chlorid);0,2 g O,P
N04AC01;Benzatropin;2 mg O,P
N04AC30;Etybenzatropin;9 mg O
N04BA01;Levodopa;3,5 g O
N04BA02;Levodopa und Decarboxylasehemmer*;0,6 g O bezogen auf Levodopa
N04BA03;Levodopa, Decarboxylasehemmer und COMT-Hemmer;0,45 g O bezogen auf Levodopa
N04BA10;Levodopa in Kombination mit Carbidopa;0,6 g O bezogen auf Levodopa 
N04BA11;Levodopa in Kombination mit Benserazid;0,6 g O bezogen auf Levodopa 
N04BA13;Levodopa in Kombination mit Carbidopa und Entacapon;0,45 g O bezogen auf Levodopa 
N04BA14;Levodopa in Kombination mit Carbidopa und Pramipexol;0,3 g O bezogen auf Levodopa 
N04BB01;Amantadin;"0,2 g O; 0,2 g P "
N04BC01;Bromocriptin;40 mg O
N04BC02;Pergolid;3 mg O
N04BC04;Ropinirol;6 mg O
N04BC05;Pramipexol;2,5 mg O Hydrochlorid
N04BC06;Cabergolin;3 mg O
N04BC07;Apomorphin;20 mg P
N04BC08;Piribedil;0,2 g O
N04BC09;Rotigotin;6 mg TD Pflaster
N04BC10;Lisurid;1,3 mg O 
N04BD01;Selegilin;5 mg O
N04BD02;Rasagilin;1 mg O
N04BD03;Safinamid;75 mg O
N04BX01;Tolcapon;0,45 g O
N04BX02;Entacapon;1 g O
N04BX04;Opicapon;50 mg O
N05AA01;Chlorpromazin;"0,3 g O,R; 0,1 g P"
N05AA02;Levomepromazin;"0,3 g O; 0,1 g P"
N05AA03;Promazin;"0,3 g O; 0,1 g P"
N05AA04;Acepromazin;"0,1 g O; 50 mg P"
N05AA05;Triflupromazin;0,1 g O,P
N05AB01;Dixyrazin;"50 mg O; 30 mg P"
N05AB02;Fluphenazin;"10 mg O; 1 mg P Depot"
N05AB03;Perphenazin;"30 mg O; 10 mg P; 7 mg P Depot; 16 mg R"
N05AB04;Prochlorperazin;"0,1 g O,R; 50 mg P"
N05AB05;Thiopropazat;60 mg O
N05AB06;Trifluoperazin;"20 mg O,R; 8 mg P"
N05AB07;Acetophenazin;50 mg O
N05AB08;Thioproperazin;"75 mg O; 20 mg P"
N05AB09;Butaperazin;10 mg O
N05AB10;Perazin;0,1 g O,P
N05AC01;Periciazin;"50 mg O; 20 mg P"
N05AC02;Thioridazin;0,3 g O
N05AC03;Mesoridazin;0,2 g O,P
N05AC04;Pipotiazin;"10 mg O; 5 mg P Depot"
N05AD01;Haloperidol;"8 mg O,P; 3,3 mg P Depot"
N05AD02;Trifluperidol;2 mg O
N05AD03;Melperon;0,3 g O,P
N05AD04;Moperon;20 mg O,P
N05AD05;Pipamperon;0,2 g O
N05AD06;Bromperidol;"10 mg O,P; 3,3 mg P Depot"
N05AD07;Benperidol;"1,5 mg O; 1,5 mg P "
N05AD08;Droperidol;2,5 mg P
N05AE01;Oxypertin;0,12 g O
N05AE02;Molindon;50 mg O
N05AE03;Sertindol;16 mg O
N05AE04;Ziprasidon;"80 mg O; 40 mg P"
N05AE05;Lurasidon;"60 mg O bezogen auf das Lurasidonhydrochlorid 
(entspricht 55,5 mg Lurasidon)"
N05AF01;Flupentixol;"6 mg O; 4 mg P Depot"
N05AF02;Clopenthixol;0,1 g O,P
N05AF03;Chlorprothixen;"0,3 g O; 50 mg P"
N05AF04;Tiotixen;30 mg O
N05AF05;Zuclopenthixol;"30 mg O,P; 15 mg P Depot"
N05AG01;Fluspirilen;0,7 mg P Depot
N05AG02;Pimozid;4 mg O
N05AG03;Penfluridol;6 mg O
N05AH01;Loxapin;"9,1 mg Inhal.pulver (aus dem Mundstück abgegebene Dosis); 0,1 g O"
N05AH02;Clozapin;0,3 g O,P
N05AH03;Olanzapin;"10 mg O,P; 10 mg P Depot"
N05AH04;Quetiapin;0,4 g O
N05AH05;Asenapin;20 mg O
N05AH06;Clotiapin;80 mg O,P
N05AL01;Sulpirid;0,8 g O,P
N05AL02;Sultoprid;1,2 g O
N05AL03;Tiaprid;0,4 g O,P
N05AL04;Remoxiprid;0,3 g O,P
N05AL05;Amisulprid;0,4 g O
N05AL07;Levosulpirid;0,4 g O
N05AN01;Lithium;24 mmol O
N05AX07;Prothipendyl;0,24 g O,P
N05AX08;Risperidon;"5 mg O; 2,7 mg P Depot"
N05AX11;Zotepin;0,2 g O
N05AX12;Aripiprazol;"15 mg O,P; 13,3 mg P Depot"
N05AX13;Paliperidon;"6 mg O; 2,5 mg P Depot, bezogen auf Paliperidon"
N05AX14;Iloperidon;18 mg O
N05AX15;Cariprazin;3 mg O
N05AX16;Brexpiprazol;3 mg O
N05BA01;Diazepam;10 mg O,P,R
N05BA02;Chlordiazepoxid;"30 mg O; 50 mg P"
N05BA03;Medazepam;20 mg O
N05BA04;Oxazepam;"50 mg O; 50 mg R "
N05BA05;Dikaliumclorazepat;20 mg O
N05BA06;Lorazepam;2,5 mg O,P,SL
N05BA08;Bromazepam;10 mg O
N05BA09;Clobazam;20 mg O
N05BA11;Prazepam;30 mg O
N05BA12;Alprazolam;1 mg O
N05BA13;Halazepam;0,1 g O
N05BA15;Camazepam;30 mg O
N05BA16;Nordazepam;15 mg O
N05BA17;Fludiazepam;0,75 mg O
N05BA18;Ethylloflazepat;2 mg O
N05BA24;Bentazepam;75 mg O
N05BB01;Hydroxyzin;75 mg O,P
N05BB02;Captodiam;0,2 g O
N05BC01;Meprobamat;1,2 g O
N05BC03;Emylcamat;0,9 g O
N05BD01;Benzoctamin;30 mg O,P
N05BE01;Buspiron;30 mg O
N05BP02;Kava-Kava-Wurzelstock;90 mg O Kavapyrone 
N05BX01;Mephenoxalon;1,2 g O
N05BX04;Fabomotizol;30 mg O
N05CA01;Pentobarbital;0,1 g O,P,R
N05CA02;Amobarbital;0,1 g O,P
N05CA03;Butobarbital;0,15 g O
N05CA04;Barbital;0,5 g O
N05CA05;Aprobarbital;0,1 g O,P
N05CA06;Secobarbital;0,1 g O
N05CA07;Talbutal;0,1 g O
N05CA08;Vinylbital;0,15 g O
N05CA09;Vinbarbital;0,1 g O
N05CA10;Cyclobarbital;0,2 g O
N05CA11;Heptabarbital;0,2 g O
N05CA12;Reposal;0,2 g O
N05CA16;Hexobarbital;0,25 g O
N05CC01;Chloralhydrat;1 g O,R
N05CC02;Chloralodol;1,6 g O
N05CC03;Acetylglycinamidchloralhydrat;1,7 g O
N05CC04;Dichloralphenazon;1,3 g O
N05CC05;Paraldehyd;5 g O,P,R
N05CD01;Flurazepam;30 mg O
N05CD02;Nitrazepam;5 mg O
N05CD03;Flunitrazepam;1 mg O,P
N05CD04;Estazolam;3 mg O
N05CD05;Triazolam;"0,25 mg O; 0,2 mg SL"
N05CD06;Lormetazepam;"1 mg O; 1 mg P "
N05CD07;Temazepam;20 mg O
N05CD08;Midazolam;15 mg O,P
N05CD09;Brotizolam;0,25 mg O
N05CD10;Quazepam;15 mg O
N05CD11;Loprazolam;1 mg O
N05CE01;Glutethimid;0,25 g O
N05CE02;Methyprylon;0,2 g O
N05CE03;Pyrithyldion;0,2 g O
N05CF01;Zopiclon;7,5 mg O
N05CF02;Zolpidem;"10 mg O; 10 mg SL "
N05CF03;Zaleplon;10 mg O
N05CH01;Melatonin;2 mg O
N05CH03;Tasimelteon;20 mg O 
N05CM01;Methaqualon;0,2 g O
N05CM02;Clomethiazol;1,5 g O,P
N05CM03;Bromisoval;0,6 g O
N05CM04;Carbromal;1 g O
N05CM05;Scopolamin;0,9 mg O,P
N05CM06;Propiomazin;25 mg O
N05CM07;Triclofos;1 g O
N05CM08;Ethchlorvynol;0,5 g O
N05CM10;Hexapropymate;0,4 g O
N05CM12;Apronal;0,25 g O
N05CM13;Valnoctamid;0,6 g O
N05CM18;Dexmedetomidin;1 mg P
N05CM20;Diphenhydramin;50 mg O 
N05CM21;Doxylamin;37,5 mg O 
N05CM22;Promethazin;75 mg O,P 
N05CP01;Baldrianwurzel;"7 g O Droge; 6,5 ml O Tinktur "
N05CP02;Kava-Kava-Wurzelstock;90 mg O Kavapyrone 
N06AA01;Desipramin;0,1 g O
N06AA02;Imipramin;0,1 g O,P
N06AA03;Imipraminoxid;0,1 g O
N06AA04;Clomipramin;0,1 g O,P
N06AA05;Opipramol;0,15 g O
N06AA06;Trimipramin;0,15 g O,P
N06AA07;Lofepramin;0,105 g O
N06AA08;Dibenzepin;0,3 g O
N06AA09;Amitriptylin;75 mg O,P
N06AA10;Nortriptylin;"75 mg O; 30 mg P"
N06AA11;Protriptylin;30 mg O
N06AA12;Doxepin;0,1 g O,P
N06AA13;Iprindol;90 mg O
N06AA14;Melitracen;75 mg O,P
N06AA15;Butriptylin;75 mg O
N06AA16;Dosulepin;0,15 g O
N06AA17;Amoxapin;0,15 g O
N06AA18;Dimetacrin;0,15 g O
N06AA21;Maprotilin;0,1 g O,P
N06AA25;Amitriptylinoxid;75 mg O,P 
N06AB02;Zimeldin;0,2 g O
N06AB03;Fluoxetin;20 mg O
N06AB04;Citalopram;20 mg O,P
N06AB05;Paroxetin;20 mg O
N06AB06;Sertralin;50 mg O
N06AB08;Fluvoxamin;0,1 g O
N06AB10;Escitalopram;10 mg O
N06AF01;Isocarboxazid;15 mg O
N06AF02;Nialamid;0,1 g O
N06AF03;Phenelzin;60 mg O
N06AF04;Tranylcypromin;10 mg O
N06AG02;Moclobemid;0,3 g O
N06AP01;Johanniskraut;3 g O Droge 
N06AX02;Tryptophan;1 g O Schlafstörungen 
N06AX03;Mianserin;60 mg O
N06AX04;Nomifensin;0,15 g O
N06AX05;Trazodon;0,3 g O
N06AX06;Nefazodon;0,4 g O
N06AX07;Minaprin;0,1 g O
N06AX09;Viloxazin;0,2 g O
N06AX11;Mirtazapin;30 mg O
N06AX12;Bupropion;"0,3 g O; 0,15 g O "
N06AX14;Tianeptin;37,5 mg O
N06AX16;Venlafaxin;0,1 g O
N06AX17;Milnacipran;0,1 g O
N06AX18;Reboxetin;8 mg O
N06AX21;Duloxetin;60 mg O
N06AX22;Agomelatin;25 mg O
N06AX23;Desvenlafaxin;50 mg O
N06AX26;Vortioxetin;10 mg O
N06BA01;Amfetamin;15 mg O,P
N06BA02;Dexamfetamin;15 mg O Kinder DDD
N06BA03;Metamfetamin;15 mg O
N06BA04;Methylphenidat;"30 mg O Kinder DDD; 40 mg O "
N06BA05;Pemolin;40 mg O
N06BA07;Modafinil;0,3 g O
N06BA09;Atomoxetin;80 mg O
N06BA11;Dexmethylphenidat;15 mg O
N06BA12;Lisdexamfetamin;30 mg O Kinder DDD
N06BA13;Armodafinil;0,15 g O
N06BA21;Guanfacin;3 mg O Kinder DDD 
N06BC01;Coffein;"0,4 g O,P; 6 mg O,P Säuglings DDD, bezogen auf Coffeincitrat "
N06BX01;Meclofenoxat;1 g O,P 
N06BX02;Pyritinol;0,6 g O
N06BX03;Piracetam;"2,4 g O; 6 g P"
N06BX13;Idebenon;0,9 g O
N06BX15;Pipradrol;30 mg O
N06BX18;Vinpocetin;15 mg O
N06DA01;Tacrin;0,12 g O
N06DA02;Donepezil;7,5 mg O
N06DA03;Rivastigmin;"9 mg O; 9,5 mg TD Freisetzungsrate"
N06DA04;Galantamin;16 mg O
N06DP01;Ginkgo-biloba-Blätter-Trockenextrakt;0,18 g O 
N06DX01;Memantin;20 mg O
N06DX02;Ginkgo folium*;0,12 g O
N06DX07;Dihydroergotoxin;3 mg O,P 
N06DX09;Vincamin;60 mg O 
N06DX12;Cinnarizin;0,15 g O 
N06DX13;Nicergolin;30 mg O 
N06DX14;Cyclandelat;0,6 g O 
N06DX15;Xantinolnicotinat;0,9 g O,P 
N06DX17;Nicotinylalkohol (Pyridylcarbinol);0,3 g O,P 
N06DX18;Nimodipin;"0,3 g O; 50 mg P "
N06DX19;Dihydroergocristin;3 mg O,P 
N07AA01;Neostigmin;"60 mg O; 2 mg P"
N07AA02;Pyridostigmin;"0,18 g O; 10 mg P"
N07AA03;Distigmin;"5 mg O; 0,25 mg P"
N07AA30;Ambenonium;60 mg O
N07AB01;Carbachol;"6 mg O; 0,5 mg P"
N07AB02;Bethanechol;45 mg O
N07AX01;Pilocarpin;"15 mg O; 10 mg P"
N07AX03;Cevimelin;90 mg O
N07BA01;Nicotin;"60 mg Inhalation; 30 mg Kaugummi,N,SL; 14 mg TD; 30 mg Lutschtabletten "
N07BA02;Bupropion;0,3 g O 
N07BA03;Vareniclin;2 mg O
N07BB01;Disulfiram;0,2 g O
N07BB03;Acamprosat;2 g O
N07BB04;Naltrexon;50 mg O
N07BB05;Nalmefen;18 mg O
N07BC01;Buprenorphin;"8 mg SL; 4 mg P Depot "
N07BC02;Methadon;25 mg O,P
N07BC04;Lofexidin;1,4 mg O
N07BC05;Levomethadon;15 mg O
N07BC09;Morphin;0,2 g O bezogen auf Morphinsulfat 
N07BC21;Buprenorphin und Naloxon;8 mg SL bezogen auf Buprenorphin 
N07BC51;Buprenorphin, Kombinationen;8 mg SL bezogen auf Buprenorphin
N07CA01;Betahistin;24 mg O
N07CA02;Cinnarizin;90 mg O
N07CA03;Flunarizin;10 mg O
N07CA05;Sulpirid;"0,225 g O; 0,2 g P "
N07CA22;Cinnarizin und Dimenhydrinat;90 mg O bezogen auf Cinnarizin 
N07CA52;Cinnarizin, Kombinationen;90 mg O bezogen auf Cinnarizin
N07XB01;Thioctsäure (Alpha-Liponsäure);0,6 g O,P 
N07XX01;Tirilazad;0,42 g P
N07XX02;Riluzol;0,1 g O
N07XX04;Natriumoxybat;7,5 g O
N07XX05;Amifampridin;40 mg O
N07XX06;Tetrabenazin;0,1 g O
N07XX07;Fampridin;20 mg O
N07XX08;Tafamidis;20 mg O
N07XX11;Pitolisant;18 mg O
N07XX12;Patisiran;1 mg P 
N07XX15;Inotersen;41 mg P 
N07XX59;Dextromethorphan, Kombinationen;40 mg O bezogen auf Dextromethorphan
P01AB01;Metronidazol;2 g O,R
P01AB02;Tinidazol;2 g O,R
P01AB03;Ornidazol;1,5 g O
P01AB06;Nimorazol;2 g O
P01AB07;Secnidazol;2 g O
P01AC01;Diloxanid;1,5 g O
P01AX02;Emetin;60 mg P
P01AX05;Mepacrin;0,3 g O
P01AX06;Atovaquon;2,25 g O
P01AX07;Trimetrexat;85 mg P
P01AX09;Dehydroemetin;60 mg P
P01AX11;Nitazoxanid;1 g O
P01BA01;Chloroquin;0,5 g O,P Base
P01BA02;Hydroxychloroquin;0,516 g O Base
P01BA03;Primaquin;15 mg O Base
P01BA06;Amodiaquin;0,5 g O
P01BB01;Proguanil;0,2 g O Hydrochlorid, (prophylaktische Tagesdosis)
P01BB51;Proguanil, Kombinationen;"0,4 g Proguanilhydrochlorid und 1 g Atovaquon zur Therapie; 
0,1 g Proguanilhydrochlorid und 0,25 g Atovaquon zur Prophylaxe; 
0,05 g Proguanilhydrochlorid und 0,125 g Atovaquon Kinder DDD 
zur Prophylaxe "
P01BC01;Chinin;1,5 g O,P Base
P01BC02;Mefloquin;1 g O Base
P01BD01;Pyrimethamin;75 mg O
P01BD51;Pyrimethamin, Kombinationen;75 mg O,P bezogen auf Pyrimethamin
P01BE01;Artemisinin;1 g O
P01BE02;Artemether;"0,28 g O,R; 0,12 g P"
P01BE03;Artesunat;0,28 g O,P,R
P01BE05;Artenimol (Dihydroartemisinin);0,28 g O
P01BF01;Artemether und Lumefantrin;0,28 g O bezogen auf Artemether
P01BX01;Halofantrin;1,5 g O
P01CA02;Benznidazol;0,4 g O
P01CB01;Megluminantimonat;0,85 g P Sb5+
P01CB02;Natriumstibogluconat;0,85 g P Sb5+
